,season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
956,2024,GB,K,K,17.0,ACT,Brandon McManus,Brandon,McManus,1991-07-25,75.0,201,Temple,00-0029822,16339,6444feb1-f5a4-4b45-9a45-79308a4445fd,27120,9948,8437,,14996,1433,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqikw4kzgqn4bo4jq23e",,19,WC,A01,Brandon,MCM226186,40276,32004d43-4d22-6186-f944-10ba09a79444,2013,2013.0,,,33.47
957,2024,GB,K,K,17.0,ACT,Brandon McManus,Brandon,McManus,1991-07-25,75.0,201,Temple,00-0029822,16339,6444feb1-f5a4-4b45-9a45-79308a4445fd,27120,9948,8437,,14996,1433,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqikw4kzgqn4bo4jq23e",,15,REG,A01,Brandon,MCM226186,40276,32004d43-4d22-6186-f944-10ba09a79444,2013,2013.0,,,33.394
2686,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,3,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.847
2689,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,7,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.923
2691,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,2,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.828
2693,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,5,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.885
2694,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,1,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.803
2697,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,6,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.904
2698,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,8,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.943
2701,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,4,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.866
2702,2024,GB,DL,DE,91.0,ACT,Preston Smith,Preston,Smith,1992-11-17,77.0,265,Mississippi State,00-0031935,2577446,ede260be-5ae6-4a06-887b-e4a130932705,28426,10316,9471,SmitPr00,16799,2343,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pbnpmobpw8my9vbftl0l",EDGE,9,REG,A01,Preston,SMI576520,42381,3200534d-4957-6520-2f34-43aab9b8dc7b,2015,2015.0,WAS,38.0,31.962
4850,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,14,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.172
4851,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,15,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.199
4852,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,8,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.065
4853,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,11,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.123
4854,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,12,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.142
4855,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,17,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.238
4856,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,13,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.153
4857,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,18,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.257
4858,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,4,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,28.988
4859,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,19,WC,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.276
4860,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,2,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,28.95
4861,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,7,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.046
4862,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,6,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.027
4863,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,5,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.008
4864,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,16,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.221
4865,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,3,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,28.969
4866,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,9,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,29.084
4867,2024,GB,DL,DT,97.0,ACT,Kenny Clark,Kenneth,Clark,1995-10-04,75.0,314,UCLA,00-0033120,3122752,d848e4e6-ff3e-421c-9bd3-c2f62a16efd4,29261,10973,10661,ClarKe01,17947,3186,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyzoow2xs7xp9kqh20dw",INTERIOR_LINE,1,REG,A01,Kenny,CLA409251,43316,3200434c-4140-9251-2f88-d454b8ae633b,2016,2016.0,GB,27.0,28.925
5344,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",EDGE,11,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.144
5345,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",EDGE,1,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,29.947
5346,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,8,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.086
5347,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,16,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.242
5348,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",OLB,2,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,29.971
5349,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",SLOT_CB,14,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.193
5350,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,5,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.029
5351,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,18,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.278
5352,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",SLOT_CB,13,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.174
5353,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",SLOT_CB,3,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,29.99
5354,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",EDGE,9,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.105
5355,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",OLB,12,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.163
5356,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,17,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.259
5357,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,15,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.22
5358,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,19,WC,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.297
5359,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",MLB,7,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.067
5360,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",EDGE,6,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.048
5361,2024,GB,LB,ILB,45.0,ACT,Eric Wilson,Eric,Wilson,1994-09-26,73.0,230,Cincinnati,00-0033336,3056916,bfe704fc-266d-4f6a-afbf-c903b5934e23,30448,12360,38587,WilsEr00,19273,4413,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkwb6og7ip3vojzqhmsq",EDGE,4,REG,A01,Eric,WIL683426,45215,32005749-4c68-3426-7a2d-ccb0c14a3b07,2017,2017.0,,,30.01
